xs,ys,Es
-7.3979798,-17.35524,8.7718635
14.789292,17.884525,2.9544136
6.1774338,9.112537,8.9942468
-0.98146702,-6.2620975,9.076056
-0.30366845,-17.175646,9.3249764
17.572788,-20.930145,1.5540094
-7.7205342,-5.5712601,4.3335864
4.7297706,4.9668323,8.6605867
-4.6083073,6.2723706,3.6666235
11.931905,-2.8421067,10.404099
2.8971073,-13.374742,6.2180101
8.047066,23.611871,2.2836
-4.764821,-17.102986,7.0106643
2.4337681,16.761898,7.1371358
13.733842,12.843712,8.3791074
-18.365204,-9.1740354,7.1436975
15.024646,18.993983,2.7679443
9.7303547,-5.2088643,5.1399667
-10.79314,0.98356657,8.9480377
12.521494,-4.2231338,10.049142
-7.2803468,-15.133707,7.5971568
-22.029225,7.4273235,1.3982879
-10.243018,-19.186234,6.8652773
19.214573,-2.0344734,6.3658133
-5.4102505,9.0530279,7.2675361
-23.067856,9.4299108,1.0068308
1.8130865,-19.820068,2.1922625
12.615736,2.6967446,8.7243044
23.502769,19.228755,1.881385
-6.7225098,-5.5973789,9.9477194
-2.2203223,-12.48311,9.723458
-7.8959794,-19.438449,2.1448519
-4.8523959,1.7586471,1.2713543
-20.762607,-20.926478,1.9213293
-19.487843,5.253269,4.3143127
20.18632,5.9258906,2.2509578
-22.547679,6.4427543,1.2335887
-18.052195,-14.526019,3.0142263
6.3886801,1.3638448,3.723065
18.029295,-12.782248,9.3678367
-7.4679522,6.171726,8.5597126
-11.139058,23.731559,1.5363868
7.7845042,-3.3309215,7.0312995
-1.258217,5.7344839,11.105368
6.0663077,6.2992624,8.8715429
-6.3630574,-23.661137,2.5045679
-5.7506841,5.8629076,4.3495352
-9.9083535,-2.4157438,9.4697179
22.189874,7.506228,2.4069064
-7.4118001,-13.97037,9.0941853
-12.927598,3.7789075,11.677507
22.095894,14.241839,3.2515401
23.391903,15.029928,1.4353642
3.3192098,-13.19261,4.1444034
23.230651,9.297818,1.9571238
1.4254243,19.064844,1.1221553
25.411779,11.46526,2.277519
-6.8513598,-1.3066708,3.1470845
16.473399,-18.082068,2.9563767
4.9345195,14.286491,2.665058
7.4431171,23.231397,2.0859683
-18.06699,-13.935745,1.3376525
-5.2983852,2.2021578,8.4514809
-10.488336,22.402522,1.5551637
-8.7374838,7.3426251,8.0141372
-14.039471,-0.36007066,8.5452848
-18.957533,1.6253218,4.6715163
9.7948864,-20.097868,1.6462323
-0.67352932,18.713071,2.6431115
-0.34129933,-17.648201,8.6788971
-3.4547381,17.282502,6.3208217
-2.3865081,17.425134,7.9613746
4.9119098,15.250088,3.251737
14.736202,10.604611,7.8107076
-23.537677,-0.39911914,1.5504097
10.946714,-20.436568,1.8593944
9.0193275,7.5255888,6.5815548
23.066673,17.004385,2.3244418
10.934584,-1.2338936,4.5991147
-17.098376,-2.8645746,2.6535902
1.1106256,14.023889,8.051574
-14.281578,-22.57607,1.6401485
8.004812,-8.6665116,6.1104669
